 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 2.00000000E-02 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 4.00000000E-02 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 6.00000000E-02 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 8.00000000E-02 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 1.00000000E-01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 1.20000000E-01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 1.40000000E-01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 1.60000000E-01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 1.80000000E-01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 2.00000000E-01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 2.20000000E-01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 2.40000000E-01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 2.60000000E-01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 2.80000000E-01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 3.00000000E-01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 3.20000000E-01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 3.40000000E-01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 3.60000000E-01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 3.80000000E-01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 4.00000000E-01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
 4.20000000E-01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00
